name,precision,recall,mcc
CommentDensity,30.918727915194346,46.59949622166246,0.2375790459820551
CommentLinesOfCode,43.94366197183099,42.50681198910082,0.32926669240819834
CouplingBetweenObjects,43.137254901960794,54.91183879093199,0.3409071697348385
CyclomaticComplexity,34.60410557184751,46.6403162055336,0.2637330300685139
DepthOfInheritance,19.736842105263158,57.98429319371727,0.09953588959111244
DepthOfNesting,34.60410557184751,48.22888283378746,0.29923653596514355
FanIn,24.331210191082807,29.198966408268728,0.12026698169226405
FanOut,46.9061876247505,59.19395465994962,0.4009756729954237
LackOfCohesionInMethods,27.216494845360824,43.87351778656127,0.21878007343693529
LinesOfCode,49.62406015037594,54.15617128463476,0.3955043035215304
NumberOfChildren,20.795107033639145,24.409448818897637,0.07830006944388174
NumberOfPatternVariables,31.390977443609025,42.065491183879104,0.2794482054352165
OutDegree,35.8974358974359,51.65794066317626,0.2864576174066857
OutDegreeDistinct,35.36231884057971,53.92670157068062,0.28954011662943163
PatternSize,34.070796460176986,43.86920980926432,0.2930872877469633
ResponseForClass,42.78215223097113,57.178841309823675,0.35540368986815496
SourceLinesOfCode,47.816593886462876,55.33596837944664,0.4057072819509714
WeightedMethodCount,34.86842105263157,38.78787878787879,0.2295378006189475
